row_index,date_token,bundle_code,bundle_name,price
1091,20251023,3337,PAKIET  PAN,99.0
1092,20251023,3336,PAKIET  WL DL,129.0
1093,20251023,3336,PAKIET  WL DL,129.0
1094,20251023,3345,KOLOR WL SR+CZESANIE,295.0
1095,20251023,3652,STRZ DO PAKIETU,110.0
1096,20251023,3643,MASKA KERASTASE DO PAKIETU,1.0
1097,20251023,3459,PASEMKA + 1 KOLOR WL.DL,470.0
1098,20251023,3346,KOLOR WL DL+CZESANIE,350.0
1099,20251023,3608,DOP£ATA LOREAL,40.0
1100,20251023,3643,MASKA KERASTASE DO PAKIETU,1.0
1101,20251023,3345,KOLOR WL SR+CZESANIE,295.0
1102,20251023,3643,MASKA KERASTASE DO PAKIETU,1.0
1103,20251023,3335,PAKIET  WL SR,129.0
1104,20251023,3337,PAKIET  PAN,0.0
1105,20251023,3346,KOLOR WL DL+CZESANIE,350.0
1106,20251023,3459,PASEMKA + 1 KOLOR WL.DL,470.0
1107,20251023,3364,CZESANIE ASYSTENT,69.0
1108,20251023,3335,PAKIET  WL SR,129.0
1109,20251023,3335,PAKIET  WL SR,129.0
1110,20251023,3335,PAKIET  WL SR,129.0
1111,20251023,3335,PAKIET  WL SR,129.0
1112,20251023,3332,PAKIET  WL SR,96.0
1113,20251023,3345,KOLOR WL SR+CZESANIE,295.0
1114,20251023,3652,STRZ DO PAKIETU,110.0
1115,20251023,3643,MASKA KERASTASE DO PAKIETU,1.0
1116,20251023,3337,PAKIET  PAN,99.0
1117,20251023,3335,PAKIET  WL SR,129.0
1118,20251023,3608,DOP£ATA LOREAL,40.0
1119,20251023,3361,KOLOR Z BALEYAGE WL. DL,460.0
1120,20251023,3341,CHLOPIEC NAST. DO 18LAT,79.0
1121,20251023,3337,PAKIET  PAN,99.0
1122,20251023,3337,PAKIET  PAN,99.0
1123,20251024,3555,PROM.W GODZ 7-13 PANI,99.0
1124,20251024,3332,PAKIET  WL SR,96.0
1125,20251024,3555,PROM.W GODZ 7-13 PANI,99.0
1126,20251024,3555,PROM.W GODZ 7-13 PANI,99.0
1127,20251024,3555,PROM.W GODZ 7-13 PANI,99.0
1128,20251024,3555,PROM.W GODZ 7-13 PANI,99.0
1129,20251024,3364,CZESANIE ASYSTENT,69.0
1130,20251024,3555,PROM.W GODZ 7-13 PANI,99.0
1131,20251024,3555,PROM.W GODZ 7-13 PANI,99.0
1132,20251024,3339,PAKIET STUDENT,89.0
1133,20251024,3346,KOLOR WL DL+CZESANIE,350.0
1134,20251024,3337,PAKIET  PAN,99.0
1135,20251024,3337,PAKIET  PAN,99.0
1136,20251024,3555,PROM.W GODZ 7-13 PANI,99.0
1137,20251024,3337,PAKIET  PAN,99.0
1138,20251024,3346,KOLOR WL DL+CZESANIE,350.0
1139,20251024,3652,STRZ DO PAKIETU,110.0
1140,20251024,3332,PAKIET  WL SR,0.0
1141,20251024,3331,PAKIET  WL KR,96.0
1142,20251024,3332,PAKIET  WL SR,96.0
1143,20251024,3337,PAKIET  PAN,99.0
1144,20251024,3337,PAKIET  PAN,99.0
1145,20251024,3345,KOLOR WL SR+CZESANIE,295.0
1146,20251024,3643,MASKA KERASTASE DO PAKIETU,0.0
1147,20251024,3643,MASKA KERASTASE DO PAKIETU,0.0
1148,20251024,3332,PAKIET  WL SR,96.0
1149,20251024,3345,KOLOR WL SR+CZESANIE,295.0
1150,20251024,3652,STRZ DO PAKIETU,110.0
1151,20251024,3643,MASKA KERASTASE DO PAKIETU,0.0
1152,20251024,3336,PAKIET  WL DL,127.13
1153,20251024,3361,KOLOR Z BALEYAGE WL. DL,460.0
1154,20251024,3332,PAKIET  WL SR,96.0
1155,20251024,3341,CHLOPIEC NAST. DO 18LAT,79.0
1156,20251024,3341,CHLOPIEC NAST. DO 18LAT,79.0
1157,20251024,3337,PAKIET  PAN,99.0
1158,20251024,3336,PAKIET  WL DL,129.0
1159,20251024,3338,PAKIET STUDENTKA,99.0
1160,20251024,3361,KOLOR Z BALEYAGE WL. DL,460.0
1161,20251024,3574,MASKA+ AMP +BOS,179.0
1162,20251024,3336,PAKIET  WL DL,129.0
1163,20251024,3337,PAKIET  PAN,99.0
1164,20251024,3337,PAKIET  PAN,99.0
1165,20251024,3338,PAKIET STUDENTKA,99.0
1166,20251024,3332,PAKIET  WL SR,96.0
1167,20251024,3332,PAKIET  WL SR,96.0
1168,20251024,3346,KOLOR WL DL+CZESANIE,350.0
1169,20251024,3652,STRZ DO PAKIETU,110.0
1170,20251024,3643,MASKA KERASTASE DO PAKIETU,0.0
1171,20251024,3337,PAKIET  PAN,99.0
1172,20251024,3336,PAKIET  WL DL,129.0
1173,20251024,3459,PASEMKA + 1 KOLOR WL.DL,470.0
1174,20251024,3336,PAKIET  WL DL,129.0
1175,20251024,3341,CHLOPIEC NAST. DO 18LAT,79.0
1176,20251024,3336,PAKIET  WL DL,129.0
1177,20251024,3354,PASEMKA WL SR+CZES,340.0
1178,20251024,3345,KOLOR WL SR+CZESANIE,295.0
1179,20251025,3335,PAKIET  WL SR,129.0
1180,20251025,3345,KOLOR WL SR+CZESANIE,295.0
1181,20251025,3359,KOLOR Z BALEYAGE WL. KR,375.0
1182,20251025,3335,PAKIET  WL SR,129.0
1183,20251025,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
1184,20251025,3341,CHLOPIEC NAST. DO 18LAT,79.0
1185,20251025,3332,PAKIET  WL SR,96.0
1186,20251025,3346,KOLOR WL DL+CZESANIE,350.0
1187,20251025,3332,PAKIET  WL SR,96.0
1188,20251025,3332,PAKIET  WL SR,96.0
1189,20251025,3345,KOLOR WL SR+CZESANIE,295.0
1190,20251025,3332,PAKIET  WL SR,96.0
1191,20251025,3345,KOLOR WL SR+CZESANIE,295.0
1192,20251025,3335,PAKIET  WL SR,129.0
1193,20251025,3345,KOLOR WL SR+CZESANIE,295.0
1194,20251025,3332,PAKIET  WL SR,96.0
1195,20251025,3335,PAKIET  WL SR,129.0
1196,20251025,3337,PAKIET  PAN,99.0
1197,20251025,3345,KOLOR WL SR+CZESANIE,295.0
1198,20251025,3335,PAKIET  WL SR,129.0
1199,20251025,3564,PROST.KERA DL,700.0
1200,20251025,3564,PROST.KERA DL,700.0
1201,20251025,3343,DZIEWCZYNKA DO 18 LAT,99.0
1202,20251025,3458,PASEMKA + 1 KOLOR WL.SR,425.0
1203,20251025,3643,MASKA KERASTASE DO PAKIETU,1.0
1204,20251025,3643,MASKA KERASTASE DO PAKIETU,1.0
1205,20251025,3643,MASKA KERASTASE DO PAKIETU,1.0
1206,20251025,3643,MASKA KERASTASE DO PAKIETU,1.0
1207,20251025,3643,MASKA KERASTASE DO PAKIETU,1.0
1208,20251025,3345,KOLOR WL SR+CZESANIE,295.0
1209,20251025,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
1210,20251025,3346,KOLOR WL DL+CZESANIE,350.0
1211,20251025,3335,PAKIET  WL SR,129.0
1212,20251025,3343,DZIEWCZYNKA DO 18 LAT,99.0
1213,20251025,3345,KOLOR WL SR+CZESANIE,295.0
1214,20251025,3362,CZES. WL.PRZEDLUZANYCH,137.0
1215,20251025,3335,PAKIET  WL SR,129.0
1216,20251025,3346,KOLOR WL DL+CZESANIE,350.0
1217,20251025,3345,KOLOR WL SR+CZESANIE,295.0
1218,20251025,3643,MASKA KERASTASE DO PAKIETU,1.0
1219,20251025,3643,MASKA KERASTASE DO PAKIETU,1.0
1220,20251025,3643,MASKA KERASTASE DO PAKIETU,1.0
1221,20251025,3341,CHLOPIEC NAST. DO 18LAT,79.0
1222,20251025,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
1223,20251025,3346,KOLOR WL DL+CZESANIE,350.0
1224,20251025,3643,MASKA KERASTASE DO PAKIETU,1.0
1225,20251025,3332,PAKIET  WL SR,96.0
1226,20251025,3337,PAKIET  PAN,99.0
1227,20251026,3335,PAKIET  WL SR,129.0
1228,20251026,3345,KOLOR WL SR+CZESANIE,295.0
1229,20251026,3344,KOLOR WL KR+ CZESANIE,275.0
1230,20251026,3355,PASEMKA WL DL+CZES,390.0
1231,20251026,3333,PAKIET WL DL,96.0
1232,20251026,3332,PAKIET  WL SR,96.0
1233,20251026,3337,PAKIET  PAN,99.0
1234,20251026,3332,PAKIET  WL SR,96.0
1235,20251026,3332,PAKIET  WL SR,96.0
1236,20251026,3335,PAKIET  WL SR,129.0
1237,20251026,3458,PASEMKA + 1 KOLOR WL.SR,425.0
1238,20251026,3346,KOLOR WL DL+CZESANIE,350.0
1239,20251026,3335,PAKIET  WL SR,129.0
1240,20251026,3332,PAKIET  WL SR,96.0
1241,20251026,3346,KOLOR WL DL+CZESANIE,350.0
1242,20251026,3643,MASKA KERASTASE DO PAKIETU,1.0
1243,20251026,3643,MASKA KERASTASE DO PAKIETU,1.0
1244,20251026,3643,MASKA KERASTASE DO PAKIETU,1.0
1245,20251026,3643,MASKA KERASTASE DO PAKIETU,1.0
1246,20251026,3345,KOLOR WL SR+CZESANIE,295.0
1247,20251026,3643,MASKA KERASTASE DO PAKIETU,1.0
1248,20251027,3636,PROMOCJA MAN+PEDI+HYBRYDA+ZDJ,290.0
1249,20251027,3332,PAKIET  WL SR,96.0
1250,20251027,3555,PROM.W GODZ 7-13 PANI,99.0
1251,20251027,3333,PAKIET WL DL,96.0
1252,20251027,3332,PAKIET  WL SR,96.0
1253,20251027,3332,PAKIET  WL SR,96.0
1254,20251027,3345,KOLOR WL SR+CZESANIE,295.0
1255,20251027,3345,KOLOR WL SR+CZESANIE,295.0
1256,20251027,3652,STRZ DO PAKIETU,110.0
1257,20251027,3332,PAKIET  WL SR,96.0
1258,20251027,3555,PROM.W GODZ 7-13 PANI,99.0
1259,20251027,3555,PROM.W GODZ 7-13 PANI,99.0
1260,20251027,3332,PAKIET  WL SR,96.0
1261,20251027,3555,PROM.W GODZ 7-13 PANI,99.0
1262,20251027,3364,CZESANIE ASYSTENT,69.0
1263,20251027,3345,KOLOR WL SR+CZESANIE,295.0
1264,20251027,3360,KOLOR Z BALEYAGE WL. SR,415.0
1265,20251027,3555,PROM.W GODZ 7-13 PANI,99.0
1266,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1267,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1268,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1269,20251027,3555,PROM.W GODZ 7-13 PANI,99.0
1270,20251027,3335,PAKIET  WL SR,129.0
1271,20251027,3337,PAKIET  PAN,99.0
1272,20251027,3337,PAKIET  PAN,99.0
1273,20251027,3332,PAKIET  WL SR,96.0
1274,20251027,3336,PAKIET  WL DL,129.0
1275,20251027,3337,PAKIET  PAN,99.0
1276,20251027,3335,PAKIET  WL SR,129.0
1277,20251027,3335,PAKIET  WL SR,129.0
1278,20251027,3335,PAKIET  WL SR,129.0
1279,20251027,3346,KOLOR WL DL+CZESANIE,350.0
1280,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1281,20251027,3346,KOLOR WL DL+CZESANIE,350.0
1282,20251027,3652,STRZ DO PAKIETU,110.0
1283,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1284,20251027,3346,KOLOR WL DL+CZESANIE,350.0
1285,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1286,20251027,3346,KOLOR WL DL+CZESANIE,350.0
1287,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1288,20251027,3341,CHLOPIEC NAST. DO 18LAT,79.0
1289,20251027,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
1290,20251027,3345,KOLOR WL SR+CZESANIE,295.0
1291,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1292,20251027,3332,PAKIET  WL SR,96.0
1293,20251027,3637,PIELEGNACJA MOLECULAR,139.0
1294,20251027,3346,KOLOR WL DL+CZESANIE,350.0
1295,20251027,3608,DOP£ATA LOREAL,40.0
1296,20251027,3335,PAKIET  WL SR,129.0
1297,20251027,3337,PAKIET  PAN,99.0
1298,20251027,3344,KOLOR WL KR+ CZESANIE,275.0
1299,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1300,20251027,3345,KOLOR WL SR+CZESANIE,295.0
1301,20251027,3643,MASKA KERASTASE DO PAKIETU,1.0
1302,20251027,3355,PASEMKA WL DL+CZES,390.0
1303,20251028,3555,PROM.W GODZ 7-13 PANI,99.0
1304,20251028,3555,PROM.W GODZ 7-13 PANI,99.0
1305,20251028,3332,PAKIET  WL SR,96.0
1306,20251028,3332,PAKIET  WL SR,96.0
1307,20251028,3332,PAKIET  WL SR,96.0
1308,20251028,3346,KOLOR WL DL+CZESANIE,350.0
1309,20251028,3652,STRZ DO PAKIETU,110.0
1310,20251028,3643,MASKA KERASTASE DO PAKIETU,1.0
1311,20251028,3331,PAKIET  WL KR,96.0
1312,20251028,3364,CZESANIE ASYSTENT,69.0
1313,20251028,3346,KOLOR WL DL+CZESANIE,350.0
1314,20251028,3643,MASKA KERASTASE DO PAKIETU,1.0
1315,20251028,3337,PAKIET  PAN,99.0
1316,20251028,3337,PAKIET  PAN,99.0
1317,20251028,3333,PAKIET WL DL,96.0
1318,20251028,3341,CHLOPIEC NAST. DO 18LAT,79.0
1319,20251028,3335,PAKIET  WL SR,129.0
1320,20251028,3335,PAKIET  WL SR,129.0
1321,20251028,3335,PAKIET  WL SR,129.0
1322,20251028,3459,PASEMKA + 1 KOLOR WL.DL,470.0
1323,20251028,3344,KOLOR WL KR+ CZESANIE,275.0
1324,20251028,3643,MASKA KERASTASE DO PAKIETU,1.0
1325,20251028,3341,CHLOPIEC NAST. DO 18LAT,79.0
1326,20251028,3338,PAKIET STUDENTKA,99.0
1327,20251028,3360,KOLOR Z BALEYAGE WL. SR,415.0
1328,20251028,3459,PASEMKA + 1 KOLOR WL.DL,470.0
1329,20251028,3337,PAKIET  PAN,0.0
1330,20251028,3332,PAKIET  WL SR,96.0
1331,20251028,3335,PAKIET  WL SR,129.0
1332,20251028,3343,DZIEWCZYNKA DO 18 LAT,99.0
1333,20251029,3337,PAKIET  PAN,99.0
1334,20251029,3333,PAKIET WL DL,96.0
1335,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1336,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1337,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1338,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1339,20251029,3345,KOLOR WL SR+CZESANIE,295.0
1340,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1341,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1342,20251029,3337,PAKIET  PAN,99.0
1343,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1344,20251029,3332,PAKIET  WL SR,0.0
1345,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1346,20251029,3332,PAKIET  WL SR,96.0
1347,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1348,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1349,20251029,3555,PROM.W GODZ 7-13 PANI,99.0
1350,20251029,3337,PAKIET  PAN,99.0
1351,20251029,3337,PAKIET  PAN,99.0
1352,20251029,3364,CZESANIE ASYSTENT,69.0
1353,20251029,3332,PAKIET  WL SR,48.0
1354,20251029,3332,PAKIET  WL SR,96.0
1355,20251029,3333,PAKIET WL DL,96.0
1356,20251029,3335,PAKIET  WL SR,129.0
1357,20251029,3345,KOLOR WL SR+CZESANIE,295.0
1358,20251029,3341,CHLOPIEC NAST. DO 18LAT,79.0
1359,20251029,3332,PAKIET  WL SR,96.0
1360,20251029,3335,PAKIET  WL SR,129.0
1361,20251029,3346,KOLOR WL DL+CZESANIE,350.0
1362,20251029,3346,KOLOR WL DL+CZESANIE,350.0
1363,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1364,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1365,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1366,20251029,3337,PAKIET  PAN,99.0
1367,20251029,3345,KOLOR WL SR+CZESANIE,295.0
1368,20251029,3343,DZIEWCZYNKA DO 18 LAT,99.0
1369,20251029,3346,KOLOR WL DL+CZESANIE,350.0
1370,20251029,3652,STRZ DO PAKIETU,110.0
1371,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1372,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1373,20251029,3345,KOLOR WL SR+CZESANIE,295.0
1374,20251029,3335,PAKIET  WL SR,129.0
1375,20251029,3346,KOLOR WL DL+CZESANIE,350.0
1376,20251029,3337,PAKIET  PAN,99.0
1377,20251029,3335,PAKIET  WL SR,129.0
1378,20251029,3335,PAKIET  WL SR,129.0
1379,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1380,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1381,20251029,3457,PASEMKA +1 KOLOR WL.KR,385.0
1382,20251029,3337,PAKIET  PAN,99.0
1383,20251029,3648,CZES Z AMP + MASK,240.0
1384,20251029,3345,KOLOR WL SR+CZESANIE,295.0
1385,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1386,20251029,3341,CHLOPIEC NAST. DO 18LAT,79.0
1387,20251029,3346,KOLOR WL DL+CZESANIE,350.0
1388,20251029,3608,DOP£ATA LOREAL,40.0
1389,20251029,3652,STRZ DO PAKIETU,110.0
1390,20251029,3344,KOLOR WL KR+ CZESANIE,275.0
1391,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1392,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1393,20251029,3346,KOLOR WL DL+CZESANIE,350.0
1394,20251029,3643,MASKA KERASTASE DO PAKIETU,1.0
1395,20251030,3337,PAKIET  PAN,99.0
1396,20251030,3333,PAKIET WL DL,96.0
1397,20251030,3648,CZES Z AMP + MASK,240.0
1398,20251030,3333,PAKIET WL DL,96.0
1399,20251030,3340,CHLOPIEC DO 6LAT,79.0
1400,20251030,3340,CHLOPIEC DO 6LAT,79.0
1401,20251030,3331,PAKIET  WL KR,96.0
1402,20251030,3352,BALEYAGE WL DL KOL+CZES,360.0
1403,20251030,3555,PROM.W GODZ 7-13 PANI,99.0
1404,20251030,3345,KOLOR WL SR+CZESANIE,295.0
1405,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1406,20251030,3555,PROM.W GODZ 7-13 PANI,99.0
1407,20251030,3346,KOLOR WL DL+CZESANIE,350.0
1408,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1409,20251030,3555,PROM.W GODZ 7-13 PANI,99.0
1410,20251030,3555,PROM.W GODZ 7-13 PANI,99.0
1411,20251030,3332,PAKIET  WL SR,0.0
1412,20251030,3555,PROM.W GODZ 7-13 PANI,99.0
1413,20251030,3362,CZES. WL.PRZEDLUZANYCH,137.0
1414,20251030,3333,PAKIET WL DL,96.0
1415,20251030,3339,PAKIET STUDENT,89.0
1416,20251030,3555,PROM.W GODZ 7-13 PANI,99.0
1417,20251030,3337,PAKIET  PAN,99.0
1418,20251030,3333,PAKIET WL DL,96.0
1419,20251030,3346,KOLOR WL DL+CZESANIE,350.0
1420,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1421,20251030,3333,PAKIET WL DL,96.0
1422,20251030,3345,KOLOR WL SR+CZESANIE,295.0
1423,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1424,20251030,3336,PAKIET  WL DL,129.0
1425,20251030,3334,PAKIET WL KR,129.0
1426,20251030,3564,PROST.KERA DL,700.0
1427,20251030,3332,PAKIET  WL SR,96.0
1428,20251030,3649,CZES Z MAS. RR/BC,106.0
1429,20251030,3648,CZES Z AMP + MASK,240.0
1430,20251030,3345,KOLOR WL SR+CZESANIE,295.0
1431,20251030,3652,STRZ DO PAKIETU,110.0
1432,20251030,3649,CZES Z MAS. RR/BC,106.0
1433,20251030,3335,PAKIET  WL SR,129.0
1434,20251030,3343,DZIEWCZYNKA DO 18 LAT,99.0
1435,20251030,3337,PAKIET  PAN,99.0
1436,20251030,3458,PASEMKA + 1 KOLOR WL.SR,425.0
1437,20251030,3335,PAKIET  WL SR,129.0
1438,20251030,3574,MASKA+ AMP +BOS,179.0
1439,20251030,3332,PAKIET  WL SR,96.0
1440,20251030,3332,PAKIET  WL SR,96.0
1441,20251030,3360,KOLOR Z BALEYAGE WL. SR,415.0
1442,20251030,3344,KOLOR WL KR+ CZESANIE,275.0
1443,20251030,3335,PAKIET  WL SR,129.0
1444,20251030,3458,PASEMKA + 1 KOLOR WL.SR,425.0
1445,20251030,3346,KOLOR WL DL+CZESANIE,350.0
1446,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1447,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1448,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1449,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1450,20251030,3337,PAKIET  PAN,99.0
1451,20251030,3343,DZIEWCZYNKA DO 18 LAT,99.0
1452,20251030,3335,PAKIET  WL SR,129.0
1453,20251030,3346,KOLOR WL DL+CZESANIE,350.0
1454,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1455,20251030,3643,MASKA KERASTASE DO PAKIETU,1.0
1456,20251030,3346,KOLOR WL DL+CZESANIE,350.0
1457,20251031,3337,PAKIET  PAN,99.0
1458,20251031,3332,PAKIET  WL SR,76.6
1459,20251031,3555,PROM.W GODZ 7-13 PANI,99.0
1460,20251031,3345,KOLOR WL SR+CZESANIE,295.0
1461,20251031,3652,STRZ DO PAKIETU,110.0
1462,20251031,3332,PAKIET  WL SR,96.0
1463,20251031,3332,PAKIET  WL SR,96.0
1464,20251031,3345,KOLOR WL SR+CZESANIE,295.0
1465,20251031,3652,STRZ DO PAKIETU,110.0
1466,20251031,3346,KOLOR WL DL+CZESANIE,350.0
1467,20251031,3337,PAKIET  PAN,99.0
1468,20251031,3337,PAKIET  PAN,99.0
1469,20251031,3332,PAKIET  WL SR,96.0
1470,20251031,3332,PAKIET  WL SR,96.0
1471,20251031,3332,PAKIET  WL SR,96.0
1472,20251031,3332,PAKIET  WL SR,96.0
1473,20251031,3332,PAKIET  WL SR,96.0
1474,20251031,3344,KOLOR WL KR+ CZESANIE,275.0
1475,20251031,3332,PAKIET  WL SR,96.0
1476,20251031,3555,PROM.W GODZ 7-13 PANI,99.0
1477,20251031,3337,PAKIET  PAN,99.0
1478,20251031,3345,KOLOR WL SR+CZESANIE,295.0
1479,20251031,3346,KOLOR WL DL+CZESANIE,350.0
1480,20251031,3341,CHLOPIEC NAST. DO 18LAT,79.0
1481,20251031,3337,PAKIET  PAN,99.0
1482,20251031,3332,PAKIET  WL SR,96.0
1483,20251031,3643,MASKA KERASTASE DO PAKIETU,1.0
1484,20251031,3643,MASKA KERASTASE DO PAKIETU,1.0
1485,20251031,3643,MASKA KERASTASE DO PAKIETU,1.0
1486,20251031,3643,MASKA KERASTASE DO PAKIETU,1.0
1487,20251031,3643,MASKA KERASTASE DO PAKIETU,1.0
1488,20251031,3337,PAKIET  PAN,99.0
1489,20251031,3333,PAKIET WL DL,96.0
1490,20251031,3337,PAKIET  PAN,99.0
1491,20251031,3333,PAKIET WL DL,96.0
1492,20251031,3333,PAKIET WL DL,96.0
1493,20251031,3333,PAKIET WL DL,96.0
1494,20251031,3341,CHLOPIEC NAST. DO 18LAT,79.0
1495,20251031,3337,PAKIET  PAN,99.0
1496,20251031,3337,PAKIET  PAN,99.0
1497,20251031,3340,CHLOPIEC DO 6LAT,79.0
1498,20251031,3340,CHLOPIEC DO 6LAT,79.0
1499,20251031,3337,PAKIET  PAN,99.0
1500,20251031,3459,PASEMKA + 1 KOLOR WL.DL,470.0
1501,20251031,3336,PAKIET  WL DL,129.0
1502,20251031,3346,KOLOR WL DL+CZESANIE,350.0
1503,20251031,3643,MASKA KERASTASE DO PAKIETU,1.0
1504,20251031,3346,KOLOR WL DL+CZESANIE,350.0
1505,20251031,3643,MASKA KERASTASE DO PAKIETU,1.0
1506,20251031,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
1507,20251031,3574,MASKA+ AMP +BOS,179.0
1508,20251031,3354,PASEMKA WL SR+CZES,340.0
1509,20251031,3333,PAKIET WL DL,96.0
1510,20251031,3345,KOLOR WL SR+CZESANIE,295.0
1511,20251031,3643,MASKA KERASTASE DO PAKIETU,1.0
1512,20251031,3337,PAKIET  PAN,99.0
1513,20251031,3346,KOLOR WL DL+CZESANIE,350.0
1514,20251031,3643,MASKA KERASTASE DO PAKIETU,1.0
1515,20251102,3647,CZESANIE WLOSY DO PASA,137.0
1516,20251102,3334,PAKIET WL KR,129.0
1517,20251102,3335,PAKIET  WL SR,129.0
1518,20251102,3345,KOLOR WL SR+CZESANIE,295.0
1519,20251102,3459,PASEMKA + 1 KOLOR WL.DL,470.0
1520,20251102,3345,KOLOR WL SR+CZESANIE,295.0
1521,20251102,3346,KOLOR WL DL+CZESANIE,350.0
1522,20251102,3337,PAKIET  PAN,99.0
1523,20251102,3335,PAKIET  WL SR,129.0
1524,20251102,3345,KOLOR WL SR+CZESANIE,295.0
1525,20251102,3333,PAKIET WL DL,96.0
1526,20251102,3335,PAKIET  WL SR,129.0
1527,20251102,3336,PAKIET  WL DL,129.0
1528,20251102,3458,PASEMKA + 1 KOLOR WL.SR,425.0
1529,20251102,3647,CZESANIE WLOSY DO PASA,137.0
1530,20251102,3360,KOLOR Z BALEYAGE WL. SR,415.0
1531,20251103,3333,PAKIET WL DL,96.0
1532,20251103,3333,PAKIET WL DL,0.0
1533,20251103,3333,PAKIET WL DL,96.0
1534,20251103,3332,PAKIET  WL SR,96.0
1535,20251103,3332,PAKIET  WL SR,96.0
1536,20251103,3332,PAKIET  WL SR,96.0
1537,20251103,3364,CZESANIE ASYSTENT,69.0
1538,20251103,3332,PAKIET  WL SR,96.0
1539,20251103,3333,PAKIET WL DL,96.0
1540,20251103,3332,PAKIET  WL SR,96.0
1541,20251103,3332,PAKIET  WL SR,96.0
1542,20251103,3441,STRZYZENIE MESKIE MASZYNKA,79.0
1543,20251103,3555,PROM.W GODZ 7-13 PANI,99.0
1544,20251103,3332,PAKIET  WL SR,96.0
1545,20251103,3555,PROM.W GODZ 7-13 PANI,99.0
1546,20251103,3332,PAKIET  WL SR,96.0
1547,20251103,3441,STRZYZENIE MESKIE MASZYNKA,79.0
1548,20251103,3332,PAKIET  WL SR,96.0
1549,20251103,3346,KOLOR WL DL+CZESANIE,350.0
1550,20251103,3339,PAKIET STUDENT,89.0
1551,20251103,3346,KOLOR WL DL+CZESANIE,350.0
1552,20251103,3345,KOLOR WL SR+CZESANIE,295.0
1553,20251103,3338,PAKIET STUDENTKA,99.0
1554,20251103,3346,KOLOR WL DL+CZESANIE,350.0
1555,20251103,3574,MASKA+ AMP +BOS,179.0
1556,20251103,3337,PAKIET  PAN,99.0
1557,20251103,3337,PAKIET  PAN,99.0
1558,20251103,3335,PAKIET  WL SR,129.0
1559,20251103,3336,PAKIET  WL DL,129.0
1560,20251103,3346,KOLOR WL DL+CZESANIE,350.0
1561,20251103,3345,KOLOR WL SR+CZESANIE,295.0
1562,20251103,3337,PAKIET  PAN,99.0
1563,20251103,3346,KOLOR WL DL+CZESANIE,350.0
1564,20251103,3335,PAKIET  WL SR,129.0
1565,20251103,3333,PAKIET WL DL,96.0
1566,20251103,3346,KOLOR WL DL+CZESANIE,350.0
1567,20251103,3459,PASEMKA + 1 KOLOR WL.DL,470.0
1568,20251104,3364,CZESANIE ASYSTENT,69.0
1569,20251104,3364,CZESANIE ASYSTENT,69.0
1570,20251104,3364,CZESANIE ASYSTENT,69.0
1571,20251104,3555,PROM.W GODZ 7-13 PANI,99.0
1572,20251104,3346,KOLOR WL DL+CZESANIE,350.0
1573,20251104,3652,STRZ DO PAKIETU,110.0
