row_index,ticket_code,line_code,channel_code,kind_flag,date_token,worker_code,qty_token,state_flag,service_code,meta_1,meta_2,group_code,price_token_raw
1321,0276,04,05,R,20260207,48,2,O,0053,1,2,12,@
1322,0277,01,05,R,20260207,24,8,O,0311,3,3,18,^@
1323,0278,01,05,R,20260207,08,3,O,0001,1,2,00,5@
1324,0278,02,05,R,20260207,08,3,O,0022,1,1,01,@
1325,0278,03,05,R,20260207,31,2,O,0043,1,2,03,?Q@
1326,0278,04,05,R,20260207,31,2,O,0053,1,2,12,@
1327,0279,01,05,R,20260207,08,3,O,0001,1,2,00,5@
1328,0279,02,05,R,20260207,08,3,O,0022,1,1,01,@
1329,0279,03,05,R,20260207,12,2,O,0043,1,2,03,?Q@
1330,0280,01,05,R,20260207,24,8,O,0305,3,3,38,I@
1331,0281,01,05,R,20260207,35,2,O,0003,1,2,00,2@
1332,0281,02,05,R,20260207,35,2,O,0022,1,1,01,@
1333,0281,03,05,R,20260207,35,2,O,0043,1,2,03,J@
1334,0281,04,05,R,20260207,35,2,O,0077,1,1,06,@o@
1335,0281,05,05,R,20260207,35,2,O,0078,1,1,06,9@
1336,0281,06,05,R,20260207,35,2,O,0007,1,2,02,@V@
1337,0281,07,05,R,20260207,35,2,O,0053,1,2,12,@
1338,0282,01,05,R,20260207,08,3,O,0001,1,2,00,5@
1339,0282,02,05,R,20260207,08,3,O,0022,1,1,01,@
1340,0282,03,05,R,20260207,31,2,O,0042,1,2,03,?Q@
1341,0282,04,05,R,20260207,31,2,O,0053,1,2,12,@
1342,0282,05,05,R,20260207,31,2,O,0048,1,2,03,i@
1343,0283,01,05,R,20260207,08,3,O,0001,1,2,00,5@
1344,0283,02,05,R,20260207,08,3,O,0010,1,2,02,?K@
1345,0283,03,05,R,20260207,48,2,O,0022,1,1,01,@
1346,0283,04,05,R,20260207,48,2,O,0043,1,2,03,?H@
1347,0283,05,05,R,20260207,48,2,O,0053,1,2,12,@
1348,0283,06,05,R,20260207,48,2,O,0502,1,2,00,.@
1349,0283,07,05,R,20260207,48,2,O,0512,1,1,01,^@
1350,0283,08,05,R,20260207,48,2,O,0521,1,1,01,.@
1351,0284,01,05,R,20260207,24,8,O,0334,3,3,11,I@
1352,0285,01,05,R,20260207,31,2,O,0003,1,2,00,2@
1353,0285,02,05,R,20260207,31,2,O,0022,1,1,01,@
1354,0285,03,05,R,20260207,31,2,O,0043,1,2,03,J@
1355,0285,04,05,R,20260207,31,2,O,0077,1,1,06,@o@
1356,0285,05,05,R,20260207,31,2,O,0078,1,1,06,9@
1357,0285,06,05,R,20260207,31,2,O,0053,1,2,12,@
1358,0285,07,05,R,20260207,99,9,O,0067,1,1,06,D@
1359,0286,01,05,R,20260207,12,2,O,0001,1,2,00,5@
1360,0286,02,05,R,20260207,12,2,O,0010,1,2,02,?K@
1361,0286,03,05,R,20260207,12,2,O,0022,1,1,01,@
1362,0286,04,05,R,20260207,12,2,O,0043,1,2,03,?H@
1363,0286,05,05,R,20260207,12,2,O,0020,1,1,01,P@
1364,0286,06,05,R,20260207,12,2,O,0019,1,1,01,.@
1365,0286,07,05,R,20260207,12,2,O,0053,1,2,12,@
1366,0287,01,05,R,20260207,08,3,O,0003,1,2,00,7@
1367,0287,02,05,R,20260207,08,3,O,0022,1,1,01,@
1368,0287,03,05,R,20260207,41,2,O,0043,1,2,03,J@
1369,0287,04,05,R,20260207,41,2,O,0057,1,1,04,d@
1370,0287,05,05,R,20260207,41,2,O,0058,1,1,04,4@
1371,0287,06,05,R,20260207,41,2,O,0077,1,1,06,?f@
1372,0287,07,05,R,20260207,41,2,O,0078,1,1,06,4@
1373,0287,08,05,R,20260207,41,2,O,0053,1,2,12,@
1374,0287,09,05,R,20260207,41,2,O,0007,1,2,02,@V@
1375,0288,01,05,R,20260207,31,2,O,0202,4,4,08,?H@
1376,0289,01,05,R,20260207,31,2,O,0001,1,2,00,5@
1377,0289,02,05,R,20260207,31,2,O,0022,1,1,01,@
1378,0289,03,05,R,20260207,31,2,O,0043,1,2,03,?Q@
1379,0289,04,05,R,20260207,31,2,O,0053,1,2,12,@
1380,0290,01,05,R,20260207,48,2,O,0001,1,2,00,5@
1381,0290,02,05,R,20260207,48,2,O,0035,1,2,02,?K@
1382,0290,03,05,R,20260207,48,2,O,0022,1,1,01,@
1383,0290,04,05,R,20260207,48,2,O,0041,1,2,03,3@
1384,0290,05,05,R,20260207,48,2,O,0053,1,2,12,@
1385,0291,01,05,R,20260208,08,3,O,0101,2,2,00,5@
1386,0291,02,05,R,20260208,41,2,O,0110,2,2,02,@Q@
1387,0291,03,05,R,20260208,41,2,O,0147,2,2,03,"""@"
1388,0292,01,05,R,20260208,08,3,O,0101,2,2,00,5@
1389,0292,02,05,R,20260208,12,2,O,0110,2,2,02,@Q@
1390,0292,03,05,R,20260208,12,2,O,0147,2,2,03,"""@"
1391,0292,04,05,R,20260208,12,2,O,0150,2,2,12,@
1392,0293,01,05,R,20260208,08,3,O,0001,1,2,00,5@
1393,0293,02,05,R,20260208,08,3,O,0022,1,1,01,@
1394,0293,03,05,R,20260208,41,2,O,0043,1,2,03,?Q@
1395,0293,04,05,R,20260208,41,2,O,0053,1,2,12,@
1396,0294,01,05,R,20260208,08,3,O,0101,2,2,00,5@
1397,0294,02,05,R,20260208,12,2,O,0110,2,2,02,@Q@
1398,0294,03,05,R,20260208,12,2,O,0147,2,2,03,"""@"
1399,0294,04,05,R,20260208,12,2,O,0150,2,2,12,@
1400,0295,01,05,R,20260208,08,3,O,0001,1,2,00,5@
1401,0295,02,05,R,20260208,08,3,O,0022,1,1,01,@
1402,0295,03,05,R,20260208,41,2,O,0042,1,2,03,?Q@
1403,0295,04,05,R,20260208,41,2,O,0053,1,2,12,@
1404,0296,01,05,R,20260208,08,3,O,0001,1,2,00,5@
1405,0296,02,05,R,20260208,41,2,O,0035,1,2,02,?K@
1406,0296,03,05,R,20260208,08,3,O,0022,1,1,01,@
1407,0296,04,05,R,20260208,41,2,O,0041,1,2,03,3@
1408,0296,05,05,R,20260208,41,2,O,0053,1,2,12,@
1409,0297,01,05,R,20260208,08,3,O,0101,2,2,00,2@
1410,0297,02,05,R,20260208,12,2,O,0136,2,2,02,J@
1411,0297,03,05,R,20260208,12,2,O,0147,2,2,03,"""@"
1412,0297,04,05,R,20260208,12,2,O,0150,2,2,12,@
1413,0298,01,05,R,20260208,08,3,O,0101,2,2,00,5@
1414,0298,02,05,R,20260208,12,2,O,0110,2,2,02,@Q@
1415,0298,03,05,R,20260208,12,2,O,0147,2,2,03,"""@"
1416,0298,04,05,R,20260208,12,2,O,0150,2,2,12,@
1417,0299,01,05,R,20260208,35,2,O,0003,1,2,00,2@
1418,0299,02,05,R,20260208,35,2,O,0022,1,1,01,@
1419,0299,03,05,R,20260208,35,2,O,0042,1,2,03,I@
1420,0299,04,05,R,20260208,35,2,O,0076,1,1,06,h@
1421,0299,05,05,R,20260208,35,2,O,0078,1,1,06,9@
1422,0299,06,05,R,20260208,35,2,O,0007,1,2,02,@V@
1423,0299,07,05,R,20260208,35,2,O,0053,1,2,12,@
1424,0299,08,05,R,20260208,35,2,O,0040,1,1,01,A@
1425,0299,09,05,R,20260208,35,2,O,0019,1,1,01,.@
1426,0300,01,05,R,20260208,35,2,O,0200,4,4,08,`h@
1427,0301,01,05,R,20260208,08,3,O,0003,1,2,00,2@
1428,0301,02,05,R,20260208,08,3,O,0022,1,1,01,@
1429,0301,03,05,R,20260208,41,2,O,0043,1,2,03,J@
1430,0301,04,05,R,20260208,41,2,O,0077,1,1,06,@o@
1431,0301,05,05,R,20260208,08,3,O,0078,1,1,06,9@
1432,0301,06,05,R,20260208,41,2,O,0007,1,2,02,@V@
1433,0301,07,05,R,20260208,41,2,O,0053,1,2,12,@
1434,0301,08,05,R,20260208,41,2,O,0020,1,1,01,?E@
1435,0301,09,05,R,20260208,08,3,O,0019,1,1,01,.@
1436,0301,10,05,R,20260208,41,2,O,0012,1,1,09,?V@
1437,0301,11,05,R,20260208,41,2,O,0024,1,1,09,&@
1438,0301,12,05,R,20260208,08,3,O,0029,1,1,09,4@
1439,0302,01,05,R,20260208,08,3,O,0003,1,2,00,2@
1440,0302,02,05,R,20260208,08,3,O,0022,1,1,01,@
1441,0302,03,05,R,20260208,41,2,O,0042,1,2,03,I@
1442,0302,04,05,R,20260208,41,2,O,0076,1,1,06,h@
1443,0302,05,05,R,20260208,08,3,O,0078,1,1,06,9@
1444,0302,06,05,R,20260208,41,2,O,0007,1,2,02,@V@
1445,0302,07,05,R,20260208,41,2,O,0053,1,2,12,@
1446,0303,01,05,R,20260208,94,9,O,0001,1,2,00,0KARTA10WIZ MARTA STEGIENKO
1447,0303,02,05,R,20260208,94,9,O,0022,1,1,01,0KARTA10WIZ MARTA STEGIENKO
1448,0303,03,05,R,20260208,94,9,O,0043,1,2,03,0KARTA10WIZ MARTA STEGIENKO
1449,0303,04,05,R,20260208,94,9,O,0053,1,2,12,0KARTA10WIZ MARTA STEGIENKO
1450,0304,01,05,R,20260208,35,2,O,0007,1,2,02,@V@
1451,0304,02,05,R,20260208,35,2,O,0003,1,2,00,2@
1452,0304,03,05,R,20260208,35,2,O,0022,1,1,01,@
1453,0304,04,05,R,20260208,35,2,O,0042,1,2,03,I@
1454,0304,05,05,R,20260208,35,2,O,0076,1,1,06,h@
1455,0304,06,05,R,20260208,35,2,O,0078,1,1,06,9@
1456,0304,07,05,R,20260208,35,2,O,0029,1,1,09,4@
1457,0304,08,05,R,20260208,35,2,O,0033,1,1,01,?]@
1458,0304,09,05,R,20260208,35,2,O,0034,1,1,01,&@
1459,0304,10,05,R,20260208,35,2,O,0053,1,2,12,@
1460,0305,01,05,R,20260208,35,2,O,0001,1,2,00,5@
1461,0305,02,05,R,20260208,35,2,O,0022,1,1,01,@
1462,0305,03,05,R,20260208,35,2,O,0043,1,2,03,?Q@
1463,0305,04,05,R,20260208,35,2,O,0053,1,2,12,@
1464,0306,01,05,R,20260208,08,3,O,0003,1,2,00,7@
1465,0306,02,05,R,20260208,08,3,O,0022,1,1,01,@
1466,0306,03,05,R,20260208,12,2,O,0043,1,2,03,J@
1467,0306,04,05,R,20260208,12,2,O,0064,1,1,04,?q@
1468,0306,05,05,R,20260208,12,2,O,0065,1,1,04,>@
1469,0306,06,05,R,20260208,12,2,O,0007,1,2,02,@V@
1470,0306,07,05,R,20260208,12,2,O,0066,1,1,04,?b@
1471,0307,01,05,R,20260209,31,2,O,0001,1,2,00,5@
1472,0307,02,05,R,20260209,31,2,O,0022,1,1,01,@
1473,0307,03,05,R,20260209,31,2,O,0043,1,2,03,?Q@
1474,0307,04,05,R,20260209,31,2,O,0053,1,2,12,@
1475,0308,01,05,R,20260209,14,2,O,0001,1,2,00,5@
1476,0308,02,05,R,20260209,14,2,O,0022,1,1,01,@
1477,0308,03,05,R,20260209,14,2,O,0043,1,2,03,?Q@
1478,0308,04,05,R,20260209,14,2,O,0053,1,2,12,@
1479,0309,01,05,R,20260209,14,2,O,0001,1,2,00,5@
1480,0309,02,05,R,20260209,14,2,O,0022,1,1,01,@
1481,0309,03,05,R,20260209,14,2,O,0043,1,2,03,?Q@
1482,0309,04,05,R,20260209,14,2,O,0053,1,2,12,@
1483,0310,01,05,R,20260209,31,2,O,0001,1,2,00,0ANNA KWASNIAK
1484,0310,02,05,R,20260209,31,2,O,0022,1,1,01,0ANNA KWASNIAK
1485,0310,03,05,R,20260209,31,2,O,0043,1,2,03,0ANNA KWASNIAK
1486,0311,01,05,R,20260209,30,2,O,0001,1,2,00,0KAMILA SMOLI?SKA
1487,0311,02,05,R,20260209,30,2,O,0022,1,1,01,0KAMILA SMOLI?SKA
1488,0311,03,05,R,20260209,30,2,O,0043,1,2,03,0KAMILA SMOLI?SKA
1489,0312,01,05,R,20260209,24,8,O,0313,3,3,18,Y@
1490,0312,02,05,R,20260209,24,8,O,0303,3,3,16,@P@
1491,0313,01,05,R,20260209,31,2,O,0001,1,2,00,2@
1492,0313,02,05,R,20260209,31,2,O,0010,1,2,02,?K@
1493,0313,03,05,R,20260209,31,2,O,0022,1,1,01,@
1494,0313,04,05,R,20260209,31,2,O,0043,1,2,03,6@
1495,0314,01,05,R,20260209,48,2,O,0001,1,2,00,2@
1496,0314,02,05,R,20260209,48,2,O,0010,1,2,02,?K@
1497,0314,03,05,R,20260209,48,2,O,0022,1,1,01,@
1498,0314,04,05,R,20260209,48,2,O,0043,1,2,03,6@
1499,0314,05,05,R,20260209,48,2,O,0053,1,2,12,@
1500,0314,06,05,R,20260209,48,2,O,0029,1,1,09,4@
1501,0314,07,05,R,20260209,48,2,O,0033,1,1,01,?]@
1502,0314,08,05,R,20260209,48,2,O,0026,1,1,09,&@
1503,0315,01,05,R,20260209,30,2,O,0003,1,2,00,2@
1504,0315,02,05,R,20260209,30,2,O,0022,1,1,01,@
1505,0315,03,05,R,20260209,30,2,O,0042,1,2,03,I@
1506,0315,04,05,R,20260209,30,2,O,0076,1,1,06,h@
1507,0315,05,05,R,20260209,30,2,O,0078,1,1,06,9@
1508,0315,06,05,R,20260209,30,2,O,0053,1,2,12,@
1509,0315,07,05,R,20260209,30,2,O,0007,1,2,02,@V@
1510,0316,01,05,R,20260209,48,2,O,0001,1,2,00,2@
1511,0316,02,05,R,20260209,48,2,O,0010,1,2,02,?K@
1512,0316,03,05,R,20260209,48,2,O,0022,1,1,01,@
1513,0316,04,05,R,20260209,48,2,O,0043,1,2,03,6@
1514,0316,05,05,R,20260209,48,2,O,0053,1,2,12,@
1515,0317,01,05,R,20260209,31,2,O,0101,2,2,00,2@
1516,0317,02,05,R,20260209,14,2,O,0137,2,2,02,O@
1517,0317,03,05,R,20260209,14,2,O,0147,2,2,03,"""@"
1518,0317,04,05,R,20260209,14,2,O,0150,2,2,12,@
1519,0318,01,05,R,20260209,48,2,O,0001,1,2,00,2@
1520,0318,02,05,R,20260209,48,2,O,0010,1,2,02,?K@
1521,0318,03,05,R,20260209,48,2,O,0022,1,1,01,@
1522,0318,04,05,R,20260209,48,2,O,0043,1,2,03,6@
1523,0318,05,05,R,20260209,48,2,O,0053,1,2,12,@
1524,0319,01,05,R,20260209,30,2,O,0001,1,2,00,2@
1525,0319,02,05,R,20260209,30,2,O,0010,1,2,02,?K@
1526,0319,03,05,R,20260209,30,2,O,0022,1,1,01,@
1527,0319,04,05,R,20260209,30,2,O,0043,1,2,03,6@
1528,0319,05,05,R,20260209,30,2,O,0053,1,2,12,@
1529,0320,01,05,R,20260209,55,3,O,0003,1,2,00,2@
1530,0320,02,05,R,20260209,55,3,O,0022,1,1,01,@
1531,0320,03,05,R,20260209,14,2,O,0042,1,2,03,I@
1532,0320,04,05,R,20260209,14,2,O,0076,1,1,06,h@
1533,0320,05,05,R,20260209,14,2,O,0078,1,1,06,9@
1534,0320,06,05,R,20260209,14,2,O,0007,1,2,02,?[@
1535,0320,07,05,R,20260209,14,2,O,0053,1,2,12,@
1536,0321,01,05,R,20260209,55,3,O,0001,1,2,00,5@
1537,0321,02,05,R,20260209,55,3,O,0022,1,1,01,@
1538,0321,03,05,R,20260209,14,2,O,0043,1,2,03,?Q@
1539,0321,04,05,R,20260209,14,2,O,0053,1,2,12,@
1540,0322,01,05,R,20260209,55,3,O,0001,1,2,00,2@
1541,0322,02,05,R,20260209,30,2,O,0010,1,2,02,?K@
1542,0322,03,05,R,20260209,55,3,O,0022,1,1,01,@
1543,0322,04,05,R,20260209,30,2,O,0043,1,2,03,6@
1544,0322,05,05,R,20260209,30,2,O,0053,1,2,12,@
1545,0323,01,05,R,20260209,55,3,O,0001,1,2,00,2@
1546,0323,02,05,R,20260209,31,2,O,0010,1,2,02,?K@
1547,0323,03,05,R,20260209,55,3,O,0022,1,1,01,@
1548,0323,04,05,R,20260209,31,2,O,0043,1,2,03,6@
1549,0323,05,05,R,20260209,31,2,O,0053,1,2,12,@
1550,0324,01,05,R,20260209,30,2,O,0101,2,2,00,5@
1551,0324,02,05,R,20260209,30,2,O,0110,2,2,02,@Q@
1552,0324,03,05,R,20260209,30,2,O,0147,2,2,03,"""@"
1553,0324,04,05,R,20260209,30,2,O,0150,2,2,12,@
1554,0325,01,05,R,20260209,55,3,O,0001,1,2,00,5@
1555,0325,02,05,R,20260209,31,2,O,0035,1,2,02,?K@
1556,0325,03,05,R,20260209,55,3,O,0022,1,1,01,@
1557,0325,04,05,R,20260209,31,2,O,0041,1,2,03,3@
1558,0325,05,05,R,20260209,31,2,O,0053,1,2,12,@
1559,0326,01,05,R,20260209,30,2,O,0001,1,2,00,5@
1560,0326,02,05,R,20260209,30,2,O,0022,1,1,01,@
1561,0326,03,05,R,20260209,30,2,O,0043,1,2,03,?Q@
1562,0326,04,05,R,20260209,30,2,O,0053,1,2,12,@
1563,0327,01,05,R,20260209,55,3,O,0001,1,2,00,%@
1564,0327,02,05,R,20260209,55,3,O,0022,1,1,01,@
1565,0327,03,05,R,20260209,31,2,O,0043,1,2,03,?A@
1566,0327,04,05,R,20260209,31,2,O,0053,1,2,12,??
1567,0328,01,05,R,20260209,12,2,O,0101,2,2,00,5@
1568,0328,02,05,R,20260209,12,2,O,0110,2,2,02,@Q@
1569,0328,03,05,R,20260209,12,2,O,0147,2,2,03,"""@"
1570,0329,01,05,R,20260209,48,2,O,0003,1,2,00,7@
1571,0329,02,05,R,20260209,48,2,O,0022,1,1,01,@
1572,0329,03,05,R,20260209,48,2,O,0042,1,2,03,I@
1573,0329,04,05,R,20260209,48,2,O,0063,1,1,04,`@
1574,0329,05,05,R,20260209,48,2,O,0065,1,1,04,>@
1575,0329,06,05,R,20260209,48,2,O,0076,1,1,06,e@
1576,0329,07,05,R,20260209,48,2,O,0078,1,1,06,4@
1577,0329,08,05,R,20260209,48,2,O,0007,1,2,02,@V@
1578,0329,09,05,R,20260209,48,2,O,0013,1,1,09,?]@
1579,0329,10,05,R,20260209,48,2,O,0029,1,1,09,4@
1580,0329,11,05,R,20260209,48,2,O,0034,1,1,01,&@
1581,0330,01,05,R,20260209,55,3,O,0001,1,2,00,5@
1582,0330,02,05,R,20260209,55,3,O,0022,1,1,01,@
1583,0330,03,05,R,20260209,31,2,O,0043,1,2,03,?Q@
1584,0330,04,05,R,20260209,31,2,O,0053,1,2,12,@
1585,0331,01,05,R,20260209,94,9,O,0101,2,2,00,0KAT10WIZ KAROL MIKOLAJCZYK
1586,0331,02,05,R,20260209,94,9,O,0110,2,2,02,0KAT10WIZ KAROL MIKOLAJCZYK
1587,0331,03,05,R,20260209,94,9,O,0147,2,2,03,0KAT10WIZ KAROL MIKOLAJCZYK
1588,0331,04,05,R,20260209,94,9,O,0150,2,2,12,0KAT10WIZ KAROL MIKOLAJCZYK
1589,0332,01,05,R,20260209,30,2,O,0101,2,2,00,2@
1590,0332,02,05,R,20260209,30,2,O,0136,2,2,02,J@
1591,0332,03,05,R,20260209,30,2,O,0147,2,2,03,"""@"
1592,0333,01,05,R,20260209,48,2,O,0101,2,2,00,5@
1593,0333,02,05,R,20260209,48,2,O,0110,2,2,02,@Q@
1594,0333,03,05,R,20260209,48,2,O,0147,2,2,03,"""@"
1595,0333,04,05,R,20260209,48,2,O,0150,2,2,12,@
1596,0334,01,05,R,20260209,21,2,O,0003,1,2,00,2@
1597,0334,02,05,R,20260209,21,2,O,0022,1,1,01,@
1598,0334,03,05,R,20260209,21,2,O,0041,1,2,03,I@
1599,0334,04,05,R,20260209,21,2,O,0075,1,1,06,f@
1600,0334,05,05,R,20260209,21,2,O,0078,1,1,06,9@
1601,0334,06,05,R,20260209,21,2,O,0007,1,2,02,@V@
1602,0334,07,05,R,20260209,21,2,O,0053,1,2,12,@
1603,0335,01,05,R,20260209,55,3,O,0003,1,2,00,2@
1604,0335,02,05,R,20260209,55,3,O,0022,1,1,01,@
1605,0335,03,05,R,20260209,12,2,O,0042,1,2,03,I@
1606,0335,04,05,R,20260209,12,2,O,0076,1,1,06,h@
1607,0335,05,05,R,20260209,55,3,O,0078,1,1,06,9@
1608,0335,06,05,R,20260209,12,2,O,0007,1,2,02,@V@
1609,0335,07,05,R,20260209,12,2,O,0053,1,2,12,@
1610,0336,01,05,R,20260209,55,3,O,0003,1,2,00,2@
1611,0336,02,05,R,20260209,55,3,O,0022,1,1,01,@
1612,0336,03,05,R,20260209,12,2,O,0043,1,2,03,J@
1613,0336,04,05,R,20260209,12,2,O,0077,1,1,06,@o@
1614,0336,05,05,R,20260209,55,3,O,0078,1,1,06,9@
1615,0336,06,05,R,20260209,12,2,O,0012,1,1,09,?]@
1616,0336,07,05,R,20260209,55,3,O,0029,1,1,09,4@
1617,0336,08,05,R,20260209,12,2,O,0034,1,1,01,&@
1618,0336,09,05,R,20260209,12,2,O,0053,1,2,12,@
1619,0337,01,05,R,20260209,30,2,O,0101,2,2,00,5@
1620,0337,02,05,R,20260209,30,2,O,0110,2,2,02,@Q@
1621,0337,03,05,R,20260209,30,2,O,0147,2,2,03,"""@"
1622,0338,01,05,R,20260209,12,2,O,0101,2,2,00,5@
1623,0338,02,05,R,20260209,12,2,O,0110,2,2,02,@Q@
1624,0338,03,05,R,20260209,12,2,O,0147,2,2,03,"""@"
1625,0338,04,05,R,20260209,12,2,O,0150,2,2,12,@
1626,0339,01,05,R,20260209,21,2,O,0201,4,4,08,?^@
1627,0340,01,05,R,20260209,21,2,O,0001,1,2,00,5@
1628,0340,02,05,R,20260209,21,2,O,0010,1,2,02,?K@
1629,0340,03,05,R,20260209,21,2,O,0022,1,1,01,@
1630,0340,04,05,R,20260209,21,2,O,0041,1,2,03,?H@
1631,0340,05,05,R,20260209,21,2,O,0053,1,2,12,@
1632,0340,06,05,R,20260209,21,2,O,0029,1,1,09,4@
1633,0340,07,05,R,20260209,21,2,O,0034,1,1,01,&@
1634,0340,08,05,R,20260209,21,2,O,0014,1,1,09,?]@
1635,0341,01,05,R,20260209,55,3,O,0003,1,2,00,2@
1636,0341,02,05,R,20260209,55,3,O,0022,1,1,01,@
1637,0341,03,05,R,20260209,12,2,O,0043,1,2,03,J@
1638,0341,04,05,R,20260209,12,2,O,0077,1,1,06,@o@
1639,0341,05,05,R,20260209,55,3,O,0078,1,1,06,9@
1640,0341,06,05,R,20260209,12,2,O,0053,1,2,12,@
1641,0341,07,05,R,20260209,12,2,O,0007,1,2,02,@V@
1642,0342,01,05,R,20260209,12,2,O,0208,4,4,08,n@
1643,0343,01,05,R,20260209,55,3,O,0003,1,2,00,7@
1644,0343,02,05,R,20260209,55,3,O,0022,1,1,01,@
1645,0343,03,05,R,20260209,31,2,O,0042,1,2,03,I@
1646,0343,04,05,R,20260209,31,2,O,0063,1,1,04,m@
1647,0343,05,05,R,20260209,31,2,O,0065,1,1,04,>@
1648,0343,06,05,R,20260209,31,2,O,0008,1,2,02,?F@
1649,0343,07,05,R,20260209,31,2,O,0013,1,1,09,?]@
1650,0343,08,05,R,20260209,31,2,O,0034,1,1,01,&@
1651,0343,09,05,R,20260209,55,3,O,0029,1,1,09,4@
1652,0343,10,05,R,20260209,31,2,O,0053,1,2,12,@
1653,0344,01,05,R,20260209,55,3,O,0003,1,2,00,7@
1654,0344,02,05,R,20260209,55,3,O,0022,1,1,01,@
1655,0344,03,05,R,20260209,31,2,O,0042,1,2,03,I@
1656,0344,04,05,R,20260209,31,2,O,0063,1,1,04,m@
1657,0344,05,05,R,20260209,31,2,O,0065,1,1,04,>@
1658,0344,06,05,R,20260209,31,2,O,0008,1,2,02,?F@
1659,0344,07,05,R,20260209,31,2,O,0053,1,2,12,@
1660,0345,01,05,R,20260209,12,2,O,0001,1,2,00,5@
1661,0345,02,05,R,20260209,12,2,O,0022,1,1,01,@
1662,0345,03,05,R,20260209,12,2,O,0042,1,2,03,?Q@
1663,0345,04,05,R,20260209,12,2,O,0053,1,2,12,@
1664,0346,01,05,R,20260209,30,2,O,0003,1,2,00,2@
1665,0346,02,05,R,20260209,30,2,O,0022,1,1,01,@
1666,0346,03,05,R,20260209,30,2,O,0042,1,2,03,I@
1667,0346,04,05,R,20260209,30,2,O,0076,1,1,06,h@
1668,0346,05,05,R,20260209,30,2,O,0078,1,1,06,9@
1669,0346,06,05,R,20260209,30,2,O,0053,1,2,12,@
1670,0346,07,05,R,20260209,30,2,O,0007,1,2,02,@V@
1671,0347,01,05,R,20260209,48,2,O,0003,1,2,00,2@
1672,0347,02,05,R,20260209,48,2,O,0022,1,1,01,@
1673,0347,03,05,R,20260209,48,2,O,0043,1,2,03,J@
1674,0347,04,05,R,20260209,48,2,O,0077,1,1,06,@o@
1675,0347,05,05,R,20260209,48,2,O,0078,1,1,06,9@
1676,0347,06,05,R,20260209,48,2,O,0053,1,2,12,@
1677,0348,01,05,R,20260209,55,3,O,0001,1,2,00,5@
1678,0348,02,05,R,20260209,30,2,O,0010,1,2,02,?K@
1679,0348,03,05,R,20260209,55,3,O,0022,1,1,01,@
1680,0348,04,05,R,20260209,30,2,O,0042,1,2,03,?H@
1681,0348,05,05,R,20260209,30,2,O,0053,1,2,12,@
1682,0349,01,05,R,20260209,55,3,O,0003,1,2,00,2@
1683,0349,02,05,R,20260209,55,3,O,0022,1,1,01,@
1684,0349,03,05,R,20260209,31,2,O,0043,1,2,03,J@
1685,0349,04,05,R,20260209,31,2,O,0077,1,1,06,@o@
1686,0349,05,05,R,20260209,55,3,O,0078,1,1,06,9@
1687,0349,06,05,R,20260209,31,2,O,0053,1,2,12,@
1688,0349,07,05,R,20260209,31,2,O,0007,1,2,02,?[@
1689,0350,01,05,R,20260209,21,2,O,0003,1,2,00,7@
1690,0350,02,05,R,20260209,21,2,O,0022,1,1,01,@
1691,0350,03,05,R,20260209,21,2,O,0042,1,2,03,I@
1692,0350,04,05,R,20260209,21,2,O,0063,1,1,04,`@
1693,0350,05,05,R,20260209,21,2,O,0065,1,1,04,>@
1694,0350,06,05,R,20260209,21,2,O,0076,1,1,06,e@
1695,0350,07,05,R,20260209,21,2,O,0078,1,1,06,4@
1696,0350,08,05,R,20260209,21,2,O,0053,1,2,12,@
1697,0350,09,05,R,20260209,21,2,O,0007,1,2,02,@V@
1698,0350,10,05,R,20260209,21,2,O,0040,1,1,01,A@
1699,0350,11,05,R,20260209,21,2,O,0019,1,1,01,.@
1700,0351,01,05,R,20260209,55,3,O,0101,2,2,00,2@
1701,0351,02,05,R,20260209,12,2,O,0136,2,2,02,J@
1702,0351,03,05,R,20260209,12,2,O,0147,2,2,03,"""@"
1703,0351,04,05,R,20260209,12,2,O,0150,2,2,12,@
1704,0352,01,05,R,20260209,55,3,O,0101,2,2,00,2@
1705,0352,02,05,R,20260209,12,2,O,0136,2,2,02,J@
1706,0352,03,05,R,20260209,12,2,O,0147,2,2,03,"""@"
1707,0352,04,05,R,20260209,12,2,O,0150,2,2,12,@
1708,0353,01,05,R,20260210,55,3,O,0001,1,2,00,5@
1709,0353,02,05,R,20260210,55,3,O,0022,1,1,01,@
1710,0353,03,05,R,20260210,14,2,O,0043,1,2,03,?Q@
1711,0353,04,05,R,20260210,14,2,O,0053,1,2,12,@
1712,0354,01,05,R,20260210,55,3,O,0001,1,2,00,5@
1713,0354,02,05,R,20260210,55,3,O,0022,1,1,01,@
1714,0354,03,05,R,20260210,14,2,O,0043,1,2,03,?Q@
1715,0354,04,05,R,20260210,14,2,O,0053,1,2,12,@
1716,0355,01,05,R,20260210,94,9,O,0001,1,2,00,0JULITA
1717,0355,02,05,R,20260210,94,9,O,0022,1,1,01,0JULITA
1718,0355,03,05,R,20260210,94,9,O,0043,1,2,03,0JULITA
1719,0356,01,05,R,20260210,55,3,O,0001,1,2,00,2@
1720,0356,02,05,R,20260210,21,2,O,0010,1,2,02,?K@
1721,0356,03,05,R,20260210,55,3,O,0022,1,1,01,@
